category,file,rows
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\DEMAND_UP\tables\Q1_residual_diagnostics.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\DEMAND_UP\tables\Q1_rule_application.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\DEMAND_UP\tables\Q1_rule_definition.csv,1
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\DEMAND_UP\tables\Q1_scope_audit.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\DEMAND_UP\tables\Q1_year_panel.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\DEMAND_UP\checks_filtered.csv,0
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\tables\Q1_before_after_bascule.csv,2
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\tables\Q1_country_summary.csv,2
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\tables\Q1_ir_diagnostics.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\tables\Q1_residual_diagnostics.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\tables\Q1_rule_application.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\tables\Q1_rule_definition.csv,1
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\tables\Q1_scope_audit.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\tables\Q1_year_panel.csv,22
Q1,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q1\scen\LOW_RIGIDITY\checks_filtered.csv,0
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\checks_filtered.csv,2
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\warnings_filtered.csv,12
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\test_ledger.csv,9
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\comparison_hist_vs_scen.csv,12
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\hist\tables\Q2_country_slopes.csv,4
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\hist\tables\Q2_driver_correlations.csv,4
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\hist\tables\Q2_driver_diagnostics.csv,8
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\BASE\tables\Q2_country_slopes.csv,4
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\BASE\tables\Q2_driver_correlations.csv,4
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\BASE\tables\Q2_driver_diagnostics.csv,8
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\BASE\checks_filtered.csv,0
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\HIGH_CO2\tables\Q2_country_slopes.csv,4
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\HIGH_CO2\tables\Q2_driver_correlations.csv,4
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\HIGH_CO2\tables\Q2_driver_diagnostics.csv,8
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\HIGH_CO2\checks_filtered.csv,0
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\HIGH_GAS\tables\Q2_country_slopes.csv,4
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\HIGH_GAS\tables\Q2_driver_correlations.csv,4
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\HIGH_GAS\tables\Q2_driver_diagnostics.csv,8
Q2,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q2\scen\HIGH_GAS\checks_filtered.csv,0
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\checks_filtered.csv,2
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\warnings_filtered.csv,0
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\test_ledger.csv,8
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\comparison_hist_vs_scen.csv,12
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\hist\tables\Q3_status.csv,2
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\scen\BASE\tables\Q3_status.csv,2
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\scen\BASE\checks_filtered.csv,0
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\scen\DEMAND_UP\tables\Q3_status.csv,2
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\scen\DEMAND_UP\checks_filtered.csv,0
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\scen\LOW_RIGIDITY\tables\Q3_status.csv,2
Q3,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q3\scen\LOW_RIGIDITY\checks_filtered.csv,0
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\checks_filtered.csv,34
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\warnings_filtered.csv,4
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\test_ledger.csv,8
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\comparison_hist_vs_scen.csv,22
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\hist\tables\Q4_bess_frontier.csv,48
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\hist\tables\Q4_sizing_summary.csv,2
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\BASE\tables\Q4_bess_frontier.csv,48
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\BASE\tables\Q4_sizing_summary.csv,2
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\BASE\checks_filtered.csv,7
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\HIGH_CO2\tables\Q4_bess_frontier.csv,48
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\HIGH_CO2\tables\Q4_sizing_summary.csv,2
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\HIGH_CO2\checks_filtered.csv,7
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\HIGH_GAS\tables\Q4_bess_frontier.csv,48
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\HIGH_GAS\tables\Q4_sizing_summary.csv,2
Q4,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q4\scen\HIGH_GAS\checks_filtered.csv,7
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\checks_filtered.csv,80
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\warnings_filtered.csv,0
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\test_ledger.csv,10
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\comparison_hist_vs_scen.csv,24
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\hist\tables\Q5_summary.csv,2
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\scen\BASE\tables\Q5_summary.csv,2
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\scen\BASE\checks_filtered.csv,10
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\scen\HIGH_BOTH\tables\Q5_summary.csv,2
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\scen\HIGH_BOTH\checks_filtered.csv,25
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\scen\HIGH_CO2\tables\Q5_summary.csv,2
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\scen\HIGH_CO2\checks_filtered.csv,15
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\scen\HIGH_GAS\tables\Q5_summary.csv,2
Q5,reports\chatgpt52_structured_FULL_20260212_FIX3_DE_ES\questions\Q5\scen\HIGH_GAS\checks_filtered.csv,21
