category,file,rows
Q3,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q3\scen\BASE\tables\Q3_status.csv,7
Q3,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q3\scen\BASE\checks_filtered.csv,22
Q3,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q3\scen\DEMAND_UP\tables\Q3_status.csv,7
Q3,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q3\scen\DEMAND_UP\checks_filtered.csv,19
Q3,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q3\scen\FLEX_UP\tables\Q3_status.csv,7
Q3,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q3\scen\FLEX_UP\checks_filtered.csv,19
Q3,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q3\scen\LOW_RIGIDITY\tables\Q3_status.csv,7
Q3,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q3\scen\LOW_RIGIDITY\checks_filtered.csv,19
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\checks_filtered.csv,59
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\warnings_filtered.csv,22
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\test_ledger.csv,10
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\comparison_hist_vs_scen.csv,98
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\hist\tables\Q4_bess_frontier.csv,168
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\hist\tables\Q4_sizing_summary.csv,7
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\BASE\tables\Q4_bess_frontier.csv,168
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\BASE\tables\Q4_sizing_summary.csv,7
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\BASE\checks_filtered.csv,12
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\FLEX_UP\tables\Q4_bess_frontier.csv,168
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\FLEX_UP\tables\Q4_sizing_summary.csv,7
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\FLEX_UP\checks_filtered.csv,12
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\HIGH_CO2\tables\Q4_bess_frontier.csv,168
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\HIGH_CO2\tables\Q4_sizing_summary.csv,7
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\HIGH_CO2\checks_filtered.csv,12
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\HIGH_GAS\tables\Q4_bess_frontier.csv,168
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\HIGH_GAS\tables\Q4_sizing_summary.csv,7
Q4,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q4\scen\HIGH_GAS\checks_filtered.csv,12
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\checks_filtered.csv,67
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\warnings_filtered.csv,0
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\test_ledger.csv,10
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\comparison_hist_vs_scen.csv,84
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\hist\tables\Q5_summary.csv,7
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\scen\BASE\tables\Q5_summary.csv,7
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\scen\BASE\checks_filtered.csv,12
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\scen\HIGH_BOTH\tables\Q5_summary.csv,7
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\scen\HIGH_BOTH\checks_filtered.csv,19
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\scen\HIGH_CO2\tables\Q5_summary.csv,7
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\scen\HIGH_CO2\checks_filtered.csv,12
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\scen\HIGH_GAS\tables\Q5_summary.csv,7
Q5,reports\chatgpt52_structured_FULL_20260211_062013_BE_CZ_DE_ES_FR_IT_NORD_NL\questions\Q5\scen\HIGH_GAS\checks_filtered.csv,13
